scenario,year,housing_adjusted,proj,NafaNum,nafa,arab_female_0,arab_female_5,arab_female_10,arab_female_15,arab_female_20,arab_female_25,arab_female_30,arab_female_35,arab_female_40,arab_female_45,arab_female_50,arab_female_55,arab_female_60,arab_female_65,arab_female_70,arab_female_75,arab_female_80,arab_female Total_,arab_male_0,arab_male_5,arab_male_10,arab_male_15,arab_male_20,arab_male_25,arab_male_30,arab_male_35,arab_male_40,arab_male_45,arab_male_50,arab_male_55,arab_male_60,arab_male_65,arab_male_70,arab_male_75,arab_male_80,arab_male Total_,arab Total,haredi_female_0,haredi_female_5,haredi_female_10,haredi_female_15,haredi_female_20,haredi_female_25,haredi_female_30,haredi_female_35,haredi_female_40,haredi_female_45,haredi_female_50,haredi_female_55,haredi_female_60,haredi_female_65,haredi_female_70,haredi_female_75,haredi_female_80,haredi_female Total_,haredi_male_0,haredi_male_5,haredi_male_10,haredi_male_15,haredi_male_20,haredi_male_25,haredi_male_30,haredi_male_35,haredi_male_40,haredi_male_45,haredi_male_50,haredi_male_55,haredi_male_60,haredi_male_65,haredi_male_70,haredi_male_75,haredi_male_80,haredi_male Total_,haredi Total,jew_not_haredi_female_0,jew_not_haredi_female_5,jew_not_haredi_female_10,jew_not_haredi_female_15,jew_not_haredi_female_20,jew_not_haredi_female_25,jew_not_haredi_female_30,jew_not_haredi_female_35,jew_not_haredi_female_40,jew_not_haredi_female_45,jew_not_haredi_female_50,jew_not_haredi_female_55,jew_not_haredi_female_60,jew_not_haredi_female_65,jew_not_haredi_female_70,jew_not_haredi_female_75,jew_not_haredi_female_80,jew_not_haredi_female Total_,jew_not_haredi_male_0,jew_not_haredi_male_5,jew_not_haredi_male_10,jew_not_haredi_male_15,jew_not_haredi_male_20,jew_not_haredi_male_25,jew_not_haredi_male_30,jew_not_haredi_male_35,jew_not_haredi_male_40,jew_not_haredi_male_45,jew_not_haredi_male_50,jew_not_haredi_male_55,jew_not_haredi_male_60,jew_not_haredi_male_65,jew_not_haredi_male_70,jew_not_haredi_male_75,jew_not_haredi_male_80,jew_not_haredi_male Total_,jew_not_haredi Total,total
high_trends,2045,trends,high,8,Hadera Nafa,12052.80959,12112.83906,12313.53653,12162.73334,11364.71735,9820.123237,9635.933027,9735.36296,10792.93378,9567.481178,8450.250182,6670.399381,5627.240913,5859.856435,5283.436686,4172.442289,6150.413516,151772.5095,12813.87604,12873.39475,13082.70475,12915.78594,12031.18218,10408.34846,9879.441822,9882.913488,11201.53464,10111.63249,8786.02114,6432.993993,5833.857466,5798.408056,5407.949904,4191.208748,5108.145685,156759.3996,308531.909,9944.232245,7992.357064,6372.013891,5148.323061,4059.018135,2918.255158,2357.285331,1745.619294,1355.402607,939.0936606,716.0659047,706.1235699,449.5441151,401.5294873,301.2630018,191.9187996,357.3323697,45955.37769,10559.886,8486.100441,6762.752037,5463.995395,4304.944401,3086.912376,2468.493271,1816.047726,1400.386933,965.5763471,724.4500731,701.494553,439.4332836,388.0264628,283.9225935,173.2256951,281.1089361,48306.75653,94262.13422,16434.48227,16037.62246,14966.20313,13999.66332,12206.69117,9980.715914,11227.78232,11363.15698,10629.64128,9826.589107,9862.891049,10529.51246,10674.28666,10293.98506,9478.47073,7112.792089,14395.28053,199019.7665,17450.89685,17017.01844,15849.08063,14853.72736,12944.52288,10539.65186,11521.05736,11442.48438,10488.27223,9813.940948,9496.889319,9675.951295,10081.05787,9330.155183,8365.674349,6422.20125,11305.51919,196598.1014,395617.8679,798411.9112
high_trends,2045,trends,high,9,Sharon Nafa,7510.113566,7252.066309,7255.495495,7121.344063,6733.101704,5206.302259,5036.607877,5014.31401,5364.313729,4886.078321,4420.241749,3440.403179,2740.163727,2832.794003,2664.685833,2126.849108,3456.496403,83061.37133,7981.211188,7719.055308,7734.167115,7604.115931,7180.974271,5544.691545,5254.314287,5218.210072,5667.047734,5217.734155,4404.187592,3583.061623,2863.354163,2957.655515,2692.335416,2071.551472,2736.953038,86430.62043,169491.9918,9526.07917,7419.218519,5863.717736,4776.432638,3761.471164,2825.929925,2347.508249,2091.093413,2091.698149,1543.395123,1376.687445,1083.976976,923.9179058,894.0002885,665.1986353,423.8449902,919.4999105,48533.67024,10115.40296,7877.373374,6223.995501,5063.939223,3981.468703,2977.307693,2450.033301,2169.005031,2158.10859,1585.997294,1393.474851,1073.566145,899.6019601,855.9694852,624.8461455,386.0678286,750.9413943,50587.09948,99120.76972,19800.98905,18916.76142,17651.32823,16692.70939,15237.6155,12072.72428,13978.64283,14305.87591,13075.76449,12426.24157,12294.09056,12806.45965,13918.32843,14831.92936,14651.00638,12038.92257,26079.43686,260778.8265,21016.61494,20065.98766,18694.72684,17634.50008,16050.32651,12424.61563,14346.13261,14341.8309,13156.60983,12244.2559,11977.1063,12223.45762,12760.3694,13576.78725,13609.44866,10789.6673,20510.79037,255423.2278,516202.0543,784814.8157
high_trends,2045,trends,high,10,Ramleh Nafa,3288.193907,3192.597308,3059.830399,2859.080485,2550.425689,2417.801199,2363.608359,2144.962294,2197.692438,2020.15381,1569.946597,1319.527882,1037.239075,1117.289027,921.7159154,731.1945968,985.9848621,33777.24384,3515.138464,3415.749214,3268.853042,3055.153169,2779.040301,2658.806656,2450.000017,2286.716417,2342.251394,2128.738323,1821.726123,1411.257408,1187.194071,1160.276237,994.1869397,779.8982003,808.1050963,36063.09107,69840.33491,8784.232527,6844.932898,5438.940759,4434.154598,3476.074757,2562.795095,2070.528404,1828.069423,1750.058909,1302.208487,1149.270916,850.8050813,674.4758295,588.1502004,416.0860107,264.4341853,537.5065247,42972.7246,9325.295705,7265.507122,5771.357621,4704.679895,3683.381001,2705.97343,2171.173233,1903.174895,1814.856334,1345.616912,1170.953473,851.2091895,663.6107956,567.8443228,390.6658746,236.7351231,426.5479444,44998.58287,87971.30748,18443.21766,17382.97673,15917.73167,14613.21692,12803.21939,10151.70176,12587.01991,12499.03958,11266.26907,10452.50198,9948.520412,9951.191047,10214.45192,10306.03152,10279.79746,8152.105651,15037.71316,210006.7058,19551.92316,18421.30216,16850.81606,15493.03002,13543.54027,10572.85893,12896.45649,12532.16839,11296.2975,10494.63034,9794.955739,9478.353837,9521.698187,9501.924176,9594.189957,7338.399087,12573.69423,209456.2385,419462.9444,577274.5868
high_trends,2045,trends,high,11,Rehovot Nafa,66.36650661,58.86065831,53.74570748,46.55551666,67.29231333,53.82049064,64.58892291,59.51348333,61.69794055,56.82862062,31.13080178,27.27241125,18.25004988,16.44712109,15.55336344,8.588630333,11.84990806,718.3624463,70.84369898,62.92988491,57.77819494,49.68463283,72.70358408,58.64765349,67.30236318,63.34720361,63.43589409,52.96066639,35.53186596,22.63562089,17.11533977,21.61470311,18.33863548,11.11662592,11.43996443,757.4265321,1475.788978,9629.258127,7508.349285,5976.512952,4861.494794,3850.803754,2865.493196,2418.573267,2127.883125,2113.761706,1576.618272,1370.079125,1005.965199,814.4578901,764.9305196,549.919723,325.8490554,728.2223875,48488.17238,10224.07312,7968.605853,6341.966921,5154.713395,4076.499177,3019.047877,2527.692032,2207.338625,2182.448687,1616.556646,1386.852547,993.9492531,790.61096,732.8423236,513.989234,294.2984676,577.9233304,50609.40845,99097.58083,33195.02121,30982.29748,28951.05701,27657.30959,26225.55198,21714.65353,24310.51724,23413.28494,21658.88685,20440.38159,20457.50393,21394.39097,22316.19025,22360.05049,21209.4356,16544.43388,38730.9099,421561.8764,35230.74406,32837.32177,30670.37936,29313.73745,27747.29299,22238.2578,24638.51696,23499.2002,21381.9036,20096.60065,19881.26223,20646.97478,20835.40006,20992.64942,19590.17125,14663.59179,29404.25875,413668.2631,835230.1396,935803.5094
high_trends,2045,trends,high,12,Ashkelon Nafa,132.9186439,105.7424194,97.21707692,77.52689777,86.00425786,89.26381142,73.15966807,66.83614923,65.83095846,69.66263779,47.5899328,39.54315924,35.43887116,25.92250049,17.66288111,13.24431004,16.67363793,1060.237814,140.6296223,111.5814236,101.6537119,80.86246158,90.09943567,95.33560344,78.1390577,70.19791918,73.90246499,69.25211492,55.8995811,58.44722265,54.3588707,62.43554484,39.69760747,19.72119108,25.83253512,1228.046368,2288.284182,33749.36657,26332.57505,20955.9113,17298.11315,14340.99408,10389.08669,8316.683534,6141.998782,5988.531664,4764.047036,3664.237778,2968.909232,2091.664993,2150.540394,1721.999938,958.5663232,1900.617546,163733.8441,35835.66962,27955.82477,22245.6112,18357.4848,15208.13817,10991.28852,8725.424784,6399.15822,6210.396244,4924.83678,3720.647171,2959.737259,2046.996457,2073.644181,1625.665594,873.8013532,1538.732632,171693.0578,335426.9018,27745.15174,25682.06905,23822.63719,22810.37233,22041.39939,19178.91191,19795.59831,18148.95925,16318.83871,15796.74523,16201.68663,17231.26849,17540.98866,16121.16915,15379.41226,13766.92178,31230.23416,338812.3642,29435.88959,27200.20062,25220.21068,24115.16869,23220.01837,19916.26402,20114.8311,18194.00796,15582.36553,15869.30717,15578.47728,16659.94633,16822.02126,15121.93245,14026.92804,11904.01724,24122.35817,333103.9445,671916.3087,1009631.495
high_trends,2045,trends,high,13,Beer Sheva Nafa,52219.14434,44996.37526,40226.71926,36238.23206,31442.98272,24192.02094,19508.52195,16539.10205,16647.59661,14530.42633,10634.68475,8071.927521,6322.558143,5734.785369,5273.144471,3197.730041,3877.852467,339653.8043,55406.45106,47750.18009,42716.15022,38493.15122,33339.22941,25402.09379,20721.3328,17181.47754,17337.66662,14632.12548,11304.99176,7850.759305,5976.047123,5350.118785,4303.784753,2770.290684,2715.169961,353251.0206,692904.8249,24298.36357,18924.97316,14891.19616,12310.85756,10619.12921,7710.883424,6096.335542,4485.403152,4256.005157,3350.460508,2486.915686,1949.812941,1363.395979,1376.036334,1085.058656,594.345964,1164.590116,116963.7631,25804.39218,20093.15562,15806.79005,13061.633,11256.93095,8148.147437,6387.964647,4671.699377,4416.59823,3465.876756,2529.614247,1945.267435,1340.598673,1328.764992,1022.145428,540.4390406,945.7675713,122765.7856,239729.5487,25444.8372,23490.53186,21487.59407,21049.09204,22073.26036,18772.49395,17965.52481,16210.21345,14291.41622,13463.11548,13948.03726,14795.29039,14408.84976,13087.06686,12222.54093,10730.98639,23837.67263,297278.5237,27039.34659,24907.10902,22745.02032,22236.41675,23263.4793,19353.09368,18409.62804,16380.64237,13970.02193,13665.80659,13656.69121,14810.32605,14239.22291,12242.49646,11309.81477,9591.085021,18593.93022,296414.1312,593692.6549,1526327.029
high_trends,2045,trends,high,14,Petah Tikvah Nafa,3039.864657,2905.411166,2873.457848,2859.728881,2691.73651,2281.686371,1970.241472,1904.072461,2162.623751,1998.34437,1750.71844,1280.913314,1038.048782,1038.082464,973.8351952,756.8872879,1042.126971,32567.77994,3218.131212,3079.722352,3051.012636,3024.776355,2827.524856,2303.735546,2052.529262,1982.585564,2250.079408,2117.731211,1858.57091,1287.681806,1031.361241,1065.261298,1038.121972,779.88919,933.8975723,33902.61239,66470.39233,37191.47361,28867.91247,22939.68233,18757.29906,14951.48813,10929.21153,9001.664858,7978.659755,7817.896185,5903.347138,5131.339396,3769.089129,3080.542566,2848.646897,2039.857225,1217.609144,2686.401816,185112.1212,39492.97582,30652.06295,24350.96606,19905.27072,15852.7798,11551.27168,9429.489098,8305.251113,8101.917195,6099.139012,5224.456491,3773.589722,3039.402362,2760.294769,1931.109896,1109.11065,2138.936448,193718.0238,378830.145,40597.99799,38156.04841,35131.87143,32925.77749,30346.86531,22075.25863,27482.03551,27611.39612,25126.45639,23513.27542,22994.18931,24566.26971,26886.97631,26854.21387,25327.29256,19536.93605,44890.4397,494023.3002,43099.97469,40475.36823,37192.23223,34828.06386,31981.77852,22633.21361,27776.06135,27598.15456,24840.75646,22979.77286,22142.6355,23182.1901,24568.95857,25096.75575,23440.0965,17558.99789,34268.58743,483663.5981,977686.8983,1422987.436
high_trends,2045,trends,high,15,Tel Aviv District,1567.268062,1491.281821,1420.994973,1409.19695,1638.131868,1487.90168,1439.001787,1284.768987,1356.288886,1513.600549,903.2905865,1011.869165,725.7046025,608.1732613,511.443683,353.6166429,524.5575108,19247.09101,1678.385154,1599.143368,1531.766641,1503.147434,1762.644619,1591.031436,1543.166813,1406.394868,1468.51662,1413.07963,1084.808576,1091.854638,953.1229325,872.8359415,680.3830836,438.6627044,507.8295127,21126.77397,40373.86498,36907.13478,29588.19122,24985.01786,21655.34415,17074.42211,11844.07372,8660.734448,6969.805488,6352.038409,5739.907876,5324.717399,3906.529559,3581.807893,3128.488126,2951.471951,2369.382843,5055.797658,196094.8655,39188.25472,31412.52791,26521.4031,22979.5904,18054.10519,12453.74605,9010.469911,7202.401977,6534.7543,5906.037109,5402.998959,3901.651893,3528.876933,3034.088026,2799.014022,2171.526718,4034.519447,204135.9667,400230.8322,65440.09769,55788.83784,49523.81026,46822.40334,52650.43405,61741.19814,63916.3019,52781.12183,43637.22802,39474.31679,37644.45543,43445.60027,46754.74393,43039.17264,39922.28899,30297.25333,72982.00788,845861.2723,69457.60386,59168.20853,52457.55519,49552.01488,54950.92167,62877.27319,64472.13684,52627.97333,43402.17209,38149.54615,36395.51791,42837.79335,45469.78439,41418.27472,37492.39794,27222.88078,53881.42771,831833.4825,1677694.755,2118299.452
high_trends,2045,trends,high,16,Yehuda and Shomron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60539.09432,48441.58171,38541.51983,30360.08592,23998.55034,16993.93013,14111.56389,11798.5909,9976.650478,7091.024164,5543.191859,4555.16386,3993.209179,3081.444076,1925.000555,1144.626948,1559.397087,283654.6252,64286.4905,51435.74316,40918.35419,32232.60755,25472.94332,18006.74199,14833.85862,12335.9985,10387.70797,7368.440629,5659.863487,4559.225543,3941.262028,2987.09243,1821.572625,1042.877527,1259.636225,298550.4163,582205.0415,30160.84214,28798.89826,25864.00327,22247.85951,20525.96774,16863.6777,17253.96536,15572.52204,12536.81884,11358.10154,9427.926094,9333.739054,8302.854094,7000.987612,5785.730582,4262.441313,8441.406671,253737.7418,32037.42738,30551.8769,27388.14493,23554.80784,21677.52725,17182.70366,17769.83884,15804.03748,11999.64987,11305.13823,9031.63134,8724.919863,7921.757382,6570.168246,5558.903491,4007.479785,7003.309523,258089.322,511827.0638,1094032.105
high_trends,2050,trends,high,1,Tzfat Nafa,737.3161168,697.7837511,696.9341043,713.4230296,773.508089,771.5823626,618.5329815,619.2074327,542.8945024,579.9515753,703.2769082,553.3428381,418.4105154,415.5959904,464.6273426,309.1490219,614.5611954,10230.09776,791.1723977,749.8313279,741.0850981,756.7627167,818.9298906,815.8819559,671.0217818,608.1427311,562.6954191,622.098857,592.282846,529.329962,403.4473755,407.8557279,419.1694483,346.4486132,496.4058523,10332.562,20562.65976,11844.99735,9248.843379,7186.151346,5819.525103,5108.048413,4211.926403,2793.706869,2099.874602,1640.669163,1550.576361,1147.233544,954.2699523,804.241182,458.2480266,357.5674894,377.3536422,628.9102057,56232.14303,12577.521,9820.631962,7630.405454,6179.108517,5419.842362,4460.482299,2952.486455,2200.150306,1706.528715,1605.575624,1182.81511,966.1809134,797.3676387,445.7932923,341.3621381,350.1501415,515.4351875,59151.83712,115383.9802,5308.368384,5101.799162,4721.034201,4344.97434,4381.547997,4199.795903,3123.750078,3246.497918,3064.417246,2728.869096,2516.459258,2613.863889,2636.962643,2563.47895,2502.857855,2227.641488,4938.38061,60220.69902,5630.273302,5408.719565,5006.21382,4609.071416,4609.077348,4356.220474,3199.825322,3279.000056,3046.318911,2677.428035,2491.616773,2561.556639,2693.173117,2430.71927,2266.32451,1973.311415,4048.991864,60287.84184,120508.5409,256455.1808
high_trends,2050,trends,high,2,Jerusalem District,33387.27008,31481.60657,30265.6374,29379.97868,27762.35254,25339.98784,21596.32739,20632.52135,19881.26036,19898.45939,18213.85652,15058.65213,11801.39912,10355.97695,9858.054676,8146.078628,12130.42563,345189.8452,35452.9637,33421.15126,32135.90811,31187.7965,29443.32357,26811.21567,23190.42793,22138.75585,20507.44132,20882.96979,18136.86136,15185.67164,11245.90945,9765.438922,9039.648263,7247.11543,9677.289931,355469.8887,700659.7339,108208.7783,85793.73298,68379.71512,56122.44362,46463.17504,37712.43423,26783.48473,20268.21101,17090.13263,15146.02079,12467.2824,11725.89785,8349.347194,7105.513544,5462.903201,4341.038206,9776.975589,541197.0864,114906.5048,91102.62049,72606.45496,59560.35074,49252.28655,39918.08137,28302.10434,21253.46876,17819.35155,15727.43979,12922.72969,11940.45724,8321.699225,6959.796036,5233.287721,4031.187367,7936.60782,567794.4284,1108991.515,37563.00669,35451.02829,32898.78408,30344.37758,29651.94006,28287.76846,22608.02504,22870.07602,20145.59048,17029.17505,16427.50608,13549.58151,15670.06793,15140.82117,13420.55146,12626.97489,28473.85536,392159.1302,39894.48561,37641.5086,34894.2164,31767.43704,30424.23481,28889.56482,22641.92564,23025.04291,20186.44739,16911.00966,15257.57537,14441.75594,15186.8311,14687.10226,12465.63207,11227.76403,22492.50939,392035.043,784194.1732,2593845.422
high_trends,2050,trends,high,3,Kinneret Nafa,1734.641583,1675.406572,1666.314478,1712.652908,1775.03683,1822.284587,1628.990985,1591.814913,1467.024932,1712.679004,1632.036438,1655.652496,1202.814394,1086.064196,1054.454757,888.0849276,1546.486958,25852.44096,1850.800687,1781.998101,1766.016528,1808.606413,1872.021591,1918.187889,1667.775611,1641.250845,1540.748979,1705.993891,1800.110671,1758.686533,1444.655814,1225.456159,1101.126898,830.1590428,1328.44047,27042.03612,52894.47708,10809.13955,8607.345691,6795.131278,5510.692132,4661.296257,3682.901618,2329.34776,1654.524743,1234.645018,1077.615682,718.8703959,542.8095927,457.4284805,257.2878442,197.910724,201.1945546,339.0493285,49077.19065,11477.26311,9139.270091,7214.031721,5849.812022,4946.923777,3903.48308,2463.901094,1735.110651,1286.532398,1116.78578,741.8987952,549.0616098,453.9820891,250.7629824,188.7528161,185.9771317,275.7258507,51779.275,100856.4657,4564.586191,4400.005887,4081.967416,3826.150649,3652.865905,3150.750049,2587.882006,2730.488866,2606.559754,2348.647789,2217.07703,2344.56307,2206.360213,2274.511573,2239.598075,1945.857755,4534.131409,51712.00364,4839.07279,4666.133196,4321.624805,4046.791033,3859.409502,3299.095811,2674.369901,2757.512575,2654.923024,2387.809345,2200.106013,2368.566309,2306.24368,2170.692762,2132.588827,1802.347452,3655.243181,52142.5302,103854.5338,257605.4766
high_trends,2050,trends,high,4,Izrael Nafa,16342.64171,15895.12923,15757.40064,15986.47166,15961.25318,15304.14046,13340.03834,12910.54266,12230.54466,14198.64984,12850.90102,12289.79187,9150.167832,7775.188564,8257.555528,7119.886946,12142.27645,217512.5806,17344.54375,16874.62051,16721.60947,16967.82515,16907.37315,16191.01801,14156.96902,13564.81861,12902.81182,14575.35743,13801.57342,12793.74741,9736.684951,7333.118067,8030.895426,6850.743364,10301.17967,225054.8892,442567.4698,13572.13823,10829.88996,8502.810329,6863.401042,5657.403436,4525.75226,3015.737622,2216.224756,1642.294918,1441.605896,974.4039188,760.5399516,670.9737169,355.0792112,276.202208,294.7704228,496.8423226,62096.07019,14411.95839,11502.59755,9030.908558,7289.956923,6007.293447,4796.288813,3187.224625,2320.852324,1703.474641,1488.781955,1000.299927,763.4793587,659.1393581,340.0103491,259.4713181,269.3350469,402.7525127,65433.8251,127529.8953,13728.24244,13387.55108,12490.16601,11741.40237,10635.72129,9182.795303,8071.177292,8659.291982,8307.978782,7448.10412,7156.582307,7512.270255,7389.522704,7550.148065,7706.564486,7221.32063,15134.12207,163322.9612,14574.96298,14238.95754,13278.93657,12496.38738,11316.27637,9651.363096,8393.992521,8838.752108,8396.900719,7428.173539,7011.246334,7224.219202,7225.652129,7071.641628,6728.25342,6182.088948,11778.95443,161836.7589,325159.7201,895257.0852
high_trends,2050,trends,high,5,Acco Nafa,24217.31733,23531.19403,23497.75291,24029.35399,24045.09637,23546.30854,20003.85159,20008.83843,19419.27142,22064.93168,19725.8657,19063.23419,14688.66747,12843.16928,12865.02276,11428.52814,18366.60542,333345.0093,25748.11405,25051.73974,25010.7285,25571.94371,25554.76919,24973.12798,21719.33038,20778.47674,20313.21971,22810.94546,20473.92521,19786.48775,14801.89306,12497.17177,12335.19756,10643.60781,16014.6496,344085.3282,677430.3375,3668.434936,2925.764515,2306.677422,1855.218857,1521.121614,1224.991271,848.9679896,666.5542446,521.795978,478.6650425,352.5593251,296.8819521,270.0812892,162.5104091,130.4550816,130.80742,219.679986,17581.16733,3895.015678,3107.651451,2450.299784,1969.861996,1611.415953,1289.336233,887.7609376,684.8882272,530.3607326,483.4286189,349.8922371,293.4285416,263.1197486,154.257467,121.8229662,118.0815113,174.0662353,18384.68832,35965.85565,10865.74149,10783.1821,10290.26547,9615.919413,8704.59386,7800.614508,6765.008219,7542.587765,7489.076937,6914.03122,6592.643971,6896.318112,7267.86594,7462.988598,7792.058608,7235.339641,16032.17632,146050.4122,11535.58156,11454.68529,10925.43946,10208.50439,9211.321157,8125.460608,6886.70152,7592.06467,7471.019816,6866.764092,6652.382178,6716.366659,7154.086625,6997.908773,6970.176019,6344.783466,12359.15886,143472.4051,289522.8173,1002919.01
high_trends,2050,trends,high,6,Golan Nafa,1063.650975,1095.528524,1154.318177,1179.367617,1150.856778,1119.096489,978.4456727,1165.671627,1281.046336,1161.424266,1180.162596,1067.396872,854.6299621,840.2740662,1009.729002,937.7998407,1104.696912,18344.09571,1129.361817,1163.449321,1226.588809,1252.97426,1223.867686,1190.600029,1118.935075,1191.764552,1327.373532,1367.771504,1184.416937,1040.648266,840.2492791,848.6416004,919.8222482,902.4240964,1003.915074,18932.80409,37276.8998,170.0892661,140.7405792,109.518243,86.04330107,65.6861659,49.94263325,41.02760406,35.14226253,28.45655429,25.97667503,19.49281913,16.73971464,13.09678234,8.061458136,5.695727887,4.556756744,7.431414634,827.697958,180.3729549,149.562302,116.0218402,91.84693545,70.40932235,53.59174813,44.05980554,36.32659953,28.82912133,26.85889158,19.78538178,16.65072921,13.10047531,8.313367824,6.335630673,4.937851503,7.62212721,874.6250844,1702.323042,1653.722625,1742.580967,1643.868208,1503.663281,1220.708975,942.6646865,939.7095958,1072.48117,1004.109385,891.8725766,784.0645541,769.7460419,759.5786933,794.5267694,713.3152716,557.0963873,1070.993719,18064.70291,1752.88973,1851.778017,1743.212361,1606.536315,1307.752046,997.7710565,965.851292,1086.001132,1000.028018,941.0200679,808.1648526,744.0311703,754.5204013,741.6000574,679.1334451,497.2927037,892.4543302,18370.037,36434.7399,75413.96274
high_trends,2050,trends,high,7,Haifa Nafa,3904.012803,3704.08113,3636.209039,3722.21641,3982.944505,4155.980485,3439.984921,3538.681234,3335.184421,3655.017195,4070.842411,3239.272482,3025.231603,2436.859154,2280.895047,2012.457112,3435.904684,57575.77464,4132.816759,3933.835181,3871.103581,3968.095986,4253.185016,4424.595611,3795.113567,3764.747499,3841.525266,3982.357968,4149.579744,3540.757282,2907.638629,2398.628658,2299.511125,1904.579966,2896.305825,60064.37766,117640.1523,24630.20651,19529.17409,15547.181,12473.328,10277.16991,8517.219838,5879.372997,4817.896999,3541.331461,2630.651657,1876.328627,1408.288044,1446.162524,930.8454,889.4076326,696.1833783,1080.560733,116171.3088,26152.02735,20731.29706,16503.0888,13239.9936,10900.7275,9006.859749,6196.927096,5033.194867,3665.472393,2698.937852,1903.455719,1399.636635,1416.579982,892.3005889,840.9552031,638.8268466,867.5065227,122087.7878,238259.0966,23438.91658,21476.19781,19953.6311,19224.89678,19795.42309,19839.51715,17029.65932,16894.02684,15767.64054,14620.84244,14145.84749,15245.10717,16415.56019,17241.98671,16518.87749,15743.20831,37217.3662,320568.7052,24864.69328,22733.75092,21116.01452,20375.69049,20919.75438,20655.40284,17371.30439,17075.72032,15684.93553,14314.36412,13980.46728,14610.37472,15984.31239,16750.49792,15269.92737,13650.66098,26983.51556,312341.387,632910.0922,988809.3411
high_trends,2050,trends,high,8,Hadera Nafa,12469.2845,12175.92147,12168.17521,12323.39019,12076.25318,11392.47647,9865.703031,9659.7807,9732.890416,10781.67417,9538.520314,8407.927002,6619.385427,5557.143077,5735.778192,5030.264381,7904.087758,161438.6555,13253.0502,12940.3198,12929.45342,13087.52551,12800.0004,12040.73857,10442.28662,9897.661632,9878.0416,11177.57237,10048.02816,8705.350433,6343.044817,5699.027081,5577.277816,5014.043425,7019.179439,166852.6013,328291.2568,13616.97356,11037.03074,8746.670064,6926.432618,5469.661539,4391.596063,3056.315367,2470.479431,1812.215534,1394.797321,961.4078728,737.5469689,716.891439,464.1558089,409.4320731,299.5755315,448.221444,62959.40338,14459.84903,11719.40938,9284.960204,7352.181084,5803.3332,4651.435113,3227.309377,2585.240147,1882.68336,1439.876556,986.7303067,742.6891536,708.8604565,450.2697626,390.5229109,276.4039929,359.0841129,66320.83815,129280.2415,17702.11486,17686.07152,16555.80063,14928.07521,12580.68044,11062.62975,11003.55116,12543.83988,12052.85201,10908.90041,9912.100649,9922.591528,10514.1928,10733.23152,10180.82632,9180.922355,16379.6757,213848.0567,18797.05014,18770.07041,17544.01971,15835.08866,13341.43849,11622.02296,11414.39816,12790.06605,12078.03867,10730.46652,9853.907097,9508.529591,9640.37872,10044.44684,9117.292445,7944.678724,13164.1368,212196.03,426044.0867,883615.585
high_trends,2050,trends,high,9,Sharon Nafa,8158.261706,7577.883868,7295.615007,7269.115141,7163.172435,6795.028466,5268.993642,5065.871756,5007.740791,5381.471375,4886.057039,4388.834686,3413.209298,2723.759938,2768.131735,2533.972962,4241.714081,89938.83393,8668.0765,8061.991602,7773.474081,7757.243764,7641.696797,7238.841311,5604.505364,5273.233501,5208.095325,5680.666786,5204.335247,4354.992901,3530.376741,2815.715788,2837.423934,2491.878121,3605.115279,93747.66304,183686.497,12141.13498,9492.911199,7347.524892,5829.902277,4767.102466,3911.709704,3169.644088,2550.842737,2203.021448,2162.85699,1593.566946,1422.535694,1131.538528,972.8379542,919.4552982,673.2965621,1098.170288,61388.05206,12892.32556,10079.58348,7800.016701,6183.910084,5050.812001,4133.394727,3335.892674,2662.671171,2281.240469,2228.409878,1634.811775,1432.066762,1112.621513,938.8845107,871.1796207,622.774905,898.5826454,64159.17848,125547.2305,20893.44911,20363.69371,19224.57861,17852.48239,15900.53477,14052.37267,13020.49997,15172.54471,14937.6925,13438.23616,12641.50291,12551.31318,13249.72843,14505.56979,15057.55515,14614.09003,29266.00982,276741.8539,22178.82734,21605.89671,20372.07586,18877.24439,16768.2522,14652.02423,13266.90182,15473.58968,14897.97642,13441.782,12414.54145,12137.51762,12553.30457,13209.6867,13646.92346,13310.09806,23437.50691,272244.1495,548986.0034,858219.7309
